test_id	gene_id	block_id	equivalent_blocks	contrast	method	fitted_model	cell_types	n_cell_types	n_mice	n_samples	n_paths	median_effective_count	statistic	degrees_of_freedom	asymptotic_p_value	p_value	converged	null_concentration	celltype_logit_effects	max_celltype_logit_effect	permutation_count	permutation_p_value	valid_for_inference	fdr	calibration_bin	pooled_permutation_p_value	inference_eligible
ENSMUSG00000029467.16:B1|INH_midbrain_vs_INH_migrating_interneuron	ENSMUSG00000029467.16	ENSMUSG00000029467.16:B1	ENSMUSG00000029467.16:B1,ENSMUSG00000029467.16:B2	INH_midbrain_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	INH_midbrain,INH_migrating_interneuron	2	7	14	2	23.404299645926532	0.0794173202751835	1	0.7780885983811432	0.814955185659411	True	inf	[[-0.08680229675547146]]	0.0868022967554714	50	0.7450980392156863	True	0.9500315544382059	1	0.814955185659411	True
ENSMUSG00000034656.19:B3|INH_medium_spiny_vs_INH_migrating_interneuron	ENSMUSG00000034656.19	ENSMUSG00000034656.19:B3	ENSMUSG00000034656.19:B3	INH_medium_spiny_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	INH_medium_spiny,INH_migrating_interneuron	2	6	12	2	16.62410546256798	0.0602641850134375	1	0.8060788715755367	0.8152064276025182	True	inf	[[-0.09540357719666508]]	0.095403577196665	50	0.7254901960784313	True	0.9500315544382059	0	0.8152064276025182	True
ENSMUSG00000045038.15:B1|EX_cortical_vs_INH_medium_spiny	ENSMUSG00000045038.15	ENSMUSG00000045038.15:B1	ENSMUSG00000045038.15:B1,ENSMUSG00000045038.15:B2,ENSMUSG00000045038.15:B3	EX_cortical_vs_INH_medium_spiny	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_medium_spiny	2	6	12	2	32.38737213707334	0.0843765359492181	1	0.7714518068683075	0.815264402972592	True	inf	[[0.07140821481110593]]	0.0714082148111059	50	0.8627450980392157	True	0.9500315544382059	2	0.815264402972592	True
ENSMUSG00000063077.16:B2|EX_hippocampus_granule_vs_ODC	ENSMUSG00000063077.16	ENSMUSG00000063077.16:B2	ENSMUSG00000063077.16:B2,ENSMUSG00000063077.16:B3	EX_hippocampus_granule_vs_ODC	paired_dirichlet_multinomial	multinomial	EX_hippocampus_granule,ODC	2	6	12	2	29.55288330584409	0.0829604191071666	1	0.7733249197706666	0.8162919066166455	True	inf	[[0.07441723644561112]]	0.0744172364456111	50	0.6666666666666666	True	0.9508310147969153	2	0.8162919066166455	True
ENSMUSG00000053199.14:B1|INH_medium_spiny_vs_INH_midbrain	ENSMUSG00000053199.14	ENSMUSG00000053199.14:B1	ENSMUSG00000053199.14:B1,ENSMUSG00000053199.14:B2	INH_medium_spiny_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	INH_medium_spiny,INH_midbrain	2	9	18	2	12.682935889002938	0.058744799606643	1	0.8084909482769482	0.8166324649577406	True	inf	[[-0.06759202080752337]]	0.0675920208075233	50	0.8235294117647058	True	0.9508310147969153	0	0.8166324649577406	True
ENSMUSG00000027692.17:B4|EX_cortical_vs_EX_hippocampus_granule	ENSMUSG00000027692.17	ENSMUSG00000027692.17:B4	ENSMUSG00000027692.17:B4	EX_cortical_vs_EX_hippocampus_granule	paired_dirichlet_multinomial	multinomial	EX_cortical,EX_hippocampus_granule	2	3	6	2	25.085533665191797	0.0769122978617815	1	0.7815262152258602	0.8171830985915493	True	inf	[[0.08434699340039901]]	0.084346993400399	50	0.8431372549019608	True	0.9508310147969153	1	0.8171830985915493	True
ENSMUSG00000040225.16:B2|INH_medium_spiny_vs_INH_midbrain	ENSMUSG00000040225.16	ENSMUSG00000040225.16:B2	ENSMUSG00000040225.16:B2	INH_medium_spiny_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	INH_medium_spiny,INH_midbrain	2	23	46	2	52.84695816281082	0.1031555800996102	1	0.748075181767804	0.8173640802784982	True	inf	[[0.0366633632175219]]	0.0366633632175219	50	0.8431372549019608	True	0.9508310147969153	3	0.8173640802784982	True
ENSMUSG00000027692.17:B3|EX_cortical_vs_EX_hippocampus_granule	ENSMUSG00000027692.17	ENSMUSG00000027692.17:B3	ENSMUSG00000027692.17:B3	EX_cortical_vs_EX_hippocampus_granule	paired_dirichlet_multinomial	multinomial	EX_cortical,EX_hippocampus_granule	2	3	6	2	25.085533665191797	0.0769122978617247	1	0.781526215225939	0.8175416133162612	True	inf	[[-0.08434699340039754]]	0.0843469934003975	50	0.6666666666666666	True	0.9508310147969153	1	0.8175416133162612	True
ENSMUSG00000022914.18:B1|EX_cortical_vs_INH_midbrain	ENSMUSG00000022914.18	ENSMUSG00000022914.18:B1	ENSMUSG00000022914.18:B1	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_midbrain	2	3	6	3	21.945900445581024	0.0441304992718301	2	0.9781764073144265	0.8177203507152746	True	inf	[[-0.13993222705692482, -0.07529727299526709]]	0.1589047119805909	50	0.2941176470588235	True	0.9508310147969153	1	0.8177203507152746	True
ENSMUSG00000040907.16:B3|EX_cortical_vs_EX_thalamus	ENSMUSG00000040907.16	ENSMUSG00000040907.16:B3	ENSMUSG00000040907.16:B3	EX_cortical_vs_EX_thalamus	paired_dirichlet_multinomial	multinomial	EX_cortical,EX_thalamus	2	4	8	2	93.90024060984732	0.1020681444724687	1	0.7493617552314185	0.8181117263615336	True	inf	[[0.058631515242386]]	0.058631515242386	50	0.9215686274509804	True	0.9508310147969153	3	0.8181117263615336	True
ENSMUSG00000037217.16:B1|EX_cerebellum_granule_vs_EX_cortical	ENSMUSG00000037217.16	ENSMUSG00000037217.16:B1	ENSMUSG00000037217.16:B1,ENSMUSG00000037217.16:B2,ENSMUSG00000037217.16:B3	EX_cerebellum_granule_vs_EX_cortical	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cerebellum_granule,EX_cortical	2	7	14	2	69.94466154534167	0.1018970440929933	1	0.7495648752898217	0.8183220018223873	True	33.600917555792186	[[0.07291601348236215]]	0.0729160134823621	50	0.8627450980392157	True	0.9508310147969153	3	0.8183220018223873	True
ENSMUSG00000024002.19:B1|ASC_vs_INH_medium_spiny	ENSMUSG00000024002.19	ENSMUSG00000024002.19:B1	ENSMUSG00000024002.19:B1,ENSMUSG00000024002.19:B2,ENSMUSG00000024002.19:B3	ASC_vs_INH_medium_spiny	paired_dirichlet_multinomial	multinomial	ASC,INH_medium_spiny	2	3	6	2	28.42960054112025	0.0759539277357816	1	0.7828573056741044	0.8184122919334187	True	inf	[[-0.09234427276073441]]	0.0923442727607344	50	0.3725490196078431	True	0.9508310147969153	1	0.8184122919334187	True
ENSMUSG00000026223.16:B1|EX_cerebellum_granule_vs_EX_cortical	ENSMUSG00000026223.16	ENSMUSG00000026223.16:B1	ENSMUSG00000026223.16:B1,ENSMUSG00000026223.16:B2,ENSMUSG00000026223.16:B3	EX_cerebellum_granule_vs_EX_cortical	paired_dirichlet_multinomial	multinomial	EX_cerebellum_granule,EX_cortical	2	3	6	2	27.01222149315104	0.0758559625269015	1	0.7829938785245232	0.8185147247119078	True	inf	[[-0.0865953123366413]]	0.0865953123366413	50	0.7450980392156863	True	0.9508310147969153	1	0.8185147247119078	True
ENSMUSG00000030779.17:B2|INH_medium_spiny_vs_INH_midbrain	ENSMUSG00000030779.17	ENSMUSG00000030779.17:B2	ENSMUSG00000030779.17:B2	INH_medium_spiny_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	INH_medium_spiny,INH_midbrain	2	10	20	2	24.966857251301896	0.0753032463286444	1	0.7837662012467201	0.8187964148527529	True	inf	[[0.06569184811476331]]	0.0656918481147633	50	0.8235294117647058	True	0.9508603527322291	1	0.8187964148527529	True
ENSMUSG00000025579.15:B2|INH_medium_spiny_vs_INH_migrating_interneuron	ENSMUSG00000025579.15	ENSMUSG00000025579.15:B2	ENSMUSG00000025579.15:B2	INH_medium_spiny_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	INH_medium_spiny,INH_migrating_interneuron	2	3	6	2	19.6723241998979	0.0569096853571409	1	0.8114487163496832	0.8195193210670934	True	inf	[[-0.0943536790366155]]	0.0943536790366155	50	0.7450980392156863	True	0.9512058919249946	0	0.8195193210670934	True
ENSMUSG00000038738.16:B3|EX_cerebellum_granule_vs_INH_midbrain	ENSMUSG00000038738.16	ENSMUSG00000038738.16:B3	ENSMUSG00000038738.16:B3	EX_cerebellum_granule_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cerebellum_granule,INH_midbrain	2	7	14	2	95.5463875213351	0.100215206057328	1	0.7515715310753517	0.8196070185276045	True	inf	[[0.054750446538985684]]	0.0547504465389856	50	0.6862745098039216	True	0.9512058919249946	3	0.8196070185276045	True
ENSMUSG00000001175.17:B1|END_vs_INH_migrating_interneuron	ENSMUSG00000001175.17	ENSMUSG00000001175.17:B1	ENSMUSG00000001175.17:B1,ENSMUSG00000001175.17:B2	END_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	END,INH_migrating_interneuron	2	3	6	2	47.50308483298944	0.099362416958229	1	0.752596104239006	0.8201911170299759	True	inf	[[0.07220223844043706]]	0.072202238440437	50	0.8627450980392157	True	0.9512691638499734	3	0.8201911170299759	True
ENSMUSG00000010803.14:B1|EX_cortical_vs_INH_midbrain	ENSMUSG00000010803.14	ENSMUSG00000010803.14:B1	ENSMUSG00000010803.14:B1	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,INH_midbrain	2	15	30	2	19.325464203107376	0.0561551084751954	1	0.8126795277757053	0.8204584188376056	True	14.78199243701093	[[-0.06276697730685445]]	0.0627669773068544	50	0.8627450980392157	True	0.9512691638499734	0	0.8204584188376056	True
ENSMUSG00000021244.16:B2|EX_cortical_vs_INH_midbrain	ENSMUSG00000021244.16	ENSMUSG00000021244.16:B2	ENSMUSG00000021244.16:B2	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_midbrain	2	27	54	2	50.00620456657688	0.0989996702974167	1	0.7530333871006019	0.820658395831873	True	inf	[[-0.027542070181945478]]	0.0275420701819454	50	0.803921568627451	True	0.9512691638499734	3	0.820658395831873	True
ENSMUSG00000000305.13:B1|ASC_vs_EX_cortical	ENSMUSG00000000305.13	ENSMUSG00000000305.13:B1	ENSMUSG00000000305.13:B1	ASC_vs_EX_cortical	paired_dirichlet_multinomial	multinomial	ASC,EX_cortical	2	10	20	2	29.32960955036897	0.0731873469514994	1	0.7867513091289009	0.820921895006402	True	inf	[[0.06161712776906598]]	0.0616171277690659	50	0.7450980392156863	True	0.9512691638499734	1	0.820921895006402	True
ENSMUSG00000053877.13:B2|INH_midbrain_vs_INH_migrating_interneuron	ENSMUSG00000053877.13	ENSMUSG00000053877.13:B2	ENSMUSG00000053877.13:B2	INH_midbrain_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	INH_midbrain,INH_migrating_interneuron	2	4	8	2	17.687755866687958	0.0559825796501627	1	0.8129621692357248	0.8211192654168551	True	inf	[[0.10989507762537279]]	0.1098950776253727	50	0.5686274509803921	True	0.9512691638499734	0	0.8211192654168551	True
ENSMUSG00000047126.18:B1|EX_cerebellum_granule_vs_EX_cortical	ENSMUSG00000047126.18	ENSMUSG00000047126.18:B1	ENSMUSG00000047126.18:B1,ENSMUSG00000047126.18:B2,ENSMUSG00000047126.18:B3	EX_cerebellum_granule_vs_EX_cortical	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cerebellum_granule,EX_cortical	2	3	6	2	39.91458059046124	0.0778664161900337	1	0.7802098725138662	0.8215727974384095	True	7.705141174423061	[[-0.189806260428599]]	0.189806260428599	50	0.6470588235294118	True	0.9512691638499734	2	0.8215727974384095	True
ENSMUSG00000029478.17:B4|EX_hippocampus_granule_vs_INH_migrating_interneuron	ENSMUSG00000029478.17	ENSMUSG00000029478.17:B4	ENSMUSG00000029478.17:B4	EX_hippocampus_granule_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	EX_hippocampus_granule,INH_migrating_interneuron	2	4	8	2	27.84346869876739	0.0721589884165609	1	0.7882188481358215	0.8218693982074263	True	4.58698325219684	[[0.18342247002277937]]	0.1834224700227793	50	0.9411764705882352	True	0.9512691638499734	1	0.8218693982074263	True
ENSMUSG00000097545.9:B1|INH_medium_spiny_vs_INH_migrating_interneuron	ENSMUSG00000097545.9	ENSMUSG00000097545.9:B1	ENSMUSG00000097545.9:B1,ENSMUSG00000097545.9:B2	INH_medium_spiny_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	INH_medium_spiny,INH_migrating_interneuron	2	13	26	2	18.392773140299703	0.0550009302132821	1	0.8145791571912997	0.822162707384091	True	inf	[[-0.052295645265358216]]	0.0522956452653582	50	0.8627450980392157	True	0.9512691638499734	0	0.822162707384091	True
ENSMUSG00000004110.18:B2|ASC_vs_EX_cerebellum_granule	ENSMUSG00000004110.18	ENSMUSG00000004110.18:B2	ENSMUSG00000004110.18:B2	ASC_vs_EX_cerebellum_granule	paired_dirichlet_multinomial	multinomial	ASC,EX_cerebellum_granule	2	4	8	2	13.908207363486463	0.0548143699686534	1	0.8148881795175827	0.8226844283677089	True	inf	[[0.09100282070308463]]	0.0910028207030846	50	0.8627450980392157	True	0.9512691638499734	0	0.8226844283677089	True
ENSMUSG00000039959.14:B1|ASC_vs_INH_migrating_interneuron	ENSMUSG00000039959.14	ENSMUSG00000039959.14:B1	ENSMUSG00000039959.14:B1,ENSMUSG00000039959.14:B2	ASC_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	ASC,INH_migrating_interneuron	2	5	10	2	25.233720903278687	0.0714711334930484	1	0.789206732277439	0.8227144686299616	True	22.33670679756143	[[-0.10217222232274606]]	0.102172222322746	50	0.8627450980392157	True	0.9512691638499734	1	0.8227144686299616	True
ENSMUSG00000005417.18:B3|ASC_vs_INH_medium_spiny	ENSMUSG00000005417.18	ENSMUSG00000005417.18:B3	ENSMUSG00000005417.18:B3,ENSMUSG00000005417.18:B4	ASC_vs_INH_medium_spiny	paired_dirichlet_multinomial	multinomial	ASC,INH_medium_spiny	2	10	20	2	19.559243067843752	0.0548947105020261	1	0.8147550338606089	0.8227887725644325	True	inf	[[-0.05153214142260319]]	0.0515321414226031	50	0.7843137254901961	True	0.9512691638499734	0	0.8227887725644325	True
ENSMUSG00000004113.19:B5|EX_cortical_vs_INH_migrating_interneuron	ENSMUSG00000004113.19	ENSMUSG00000004113.19:B5	ENSMUSG00000004113.19:B5,ENSMUSG00000004113.19:B6	EX_cortical_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_migrating_interneuron	2	15	30	2	37.15337191863964	0.0754144411753259	1	0.7836105818673037	0.8233171640899424	True	inf	[[0.03491999334640216]]	0.0349199933464021	50	0.9411764705882352	True	0.9512691638499734	2	0.8233171640899424	True
ENSMUSG00000058975.8:B1|EX_cortical_vs_EX_thalamus	ENSMUSG00000058975.8	ENSMUSG00000058975.8:B1	ENSMUSG00000058975.8:B1,ENSMUSG00000058975.8:B2	EX_cortical_vs_EX_thalamus	paired_dirichlet_multinomial	multinomial	EX_cortical,EX_thalamus	2	3	6	2	44.03113059366023	0.0963786867471867	1	0.7562194081013555	0.8235555244036354	True	inf	[[0.10268834834585919]]	0.1026883483458591	50	0.7254901960784313	True	0.9512691638499734	3	0.8235555244036354	True
ENSMUSG00000001986.17:B2|EX_cerebellum_granule_vs_EX_cortical	ENSMUSG00000001986.17	ENSMUSG00000001986.17:B2	ENSMUSG00000001986.17:B2	EX_cerebellum_granule_vs_EX_cortical	paired_dirichlet_multinomial	multinomial	EX_cerebellum_granule,EX_cortical	2	4	8	2	41.66781503447553	0.0958602456371409	1	0.7568552251473404	0.8237424359243943	True	inf	[[-0.08860699300041794]]	0.0886069930004179	50	0.7254901960784313	True	0.9512691638499734	3	0.8237424359243943	True
ENSMUSG00000009681.11:B1|ASC_vs_INH_medium_spiny	ENSMUSG00000009681.11	ENSMUSG00000009681.11:B1	ENSMUSG00000009681.11:B1,ENSMUSG00000009681.11:B2	ASC_vs_INH_medium_spiny	paired_dirichlet_multinomial	multinomial	ASC,INH_medium_spiny	2	4	8	2	17.748174691255166	0.0546413257042672	1	0.8151753099529745	0.8239713401272999	True	inf	[[-0.09681133473549337]]	0.0968113347354933	50	0.6274509803921569	True	0.9512691638499734	0	0.8239713401272999	True
ENSMUSG00000021198.17:B4|EX_cortical_vs_INH_midbrain	ENSMUSG00000021198.17	ENSMUSG00000021198.17:B4	ENSMUSG00000021198.17:B4	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_midbrain	2	6	12	2	40.064267485800656	0.0749708901408894	1	0.7842320781545187	0.8239862362302564	True	inf	[[0.0669248978806355]]	0.0669248978806355	50	0.803921568627451	True	0.9512691638499734	2	0.8239862362302564	True
ENSMUSG00000004113.19:B5|EX_cortical_vs_INH_midbrain	ENSMUSG00000004113.19	ENSMUSG00000004113.19:B5	ENSMUSG00000004113.19:B5,ENSMUSG00000004113.19:B6	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_midbrain	2	19	38	2	45.5579504128892	0.0955710521297987	1	0.7572107114515854	0.8240228032055326	True	inf	[[0.03343949492212262]]	0.0334394949221226	50	0.7843137254901961	True	0.9512691638499734	3	0.8240228032055326	True
ENSMUSG00000056211.14:B1|EX_hippocampus_granule_vs_INH_midbrain	ENSMUSG00000056211.14	ENSMUSG00000056211.14:B1	ENSMUSG00000056211.14:B1	EX_hippocampus_granule_vs_INH_midbrain	paired_dirichlet_multinomial	dirichlet_multinomial	EX_hippocampus_granule,INH_midbrain	2	4	8	2	29.38762093699772	0.0743297456932055	1	0.7851339421783399	0.8244880403354918	True	141.8379095627345	[[0.08645484575173776]]	0.0864548457517377	50	0.9607843137254902	True	0.9512702212393569	2	0.8244880403354918	True
ENSMUSG00000063077.16:B2|EX_cortical_vs_EX_hippocampus_pyramidal	ENSMUSG00000063077.16	ENSMUSG00000063077.16:B2	ENSMUSG00000063077.16:B2,ENSMUSG00000063077.16:B3	EX_cortical_vs_EX_hippocampus_pyramidal	paired_dirichlet_multinomial	multinomial	EX_cortical,EX_hippocampus_pyramidal	2	7	14	2	58.13427016613019	0.0952000717015835	1	0.7576675968199784	0.8245368098876195	True	inf	[[-0.0793036604488205]]	0.0793036604488205	50	0.6274509803921569	True	0.9512702212393569	3	0.8245368098876195	True
ENSMUSG00000085715.3:B1|EX_cortical_vs_INH_medium_spiny	ENSMUSG00000085715.3	ENSMUSG00000085715.3:B1	ENSMUSG00000085715.3:B1,ENSMUSG00000085715.3:B2,ENSMUSG00000085715.3:B3,ENSMUSG00000085715.3:B4	EX_cortical_vs_INH_medium_spiny	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_medium_spiny	2	5	10	2	10.59691797457142	0.0529316159449422	1	0.818038370731264	0.8252234704879831	True	inf	[[-0.11206147720158616]]	0.1120614772015861	50	0.8235294117647058	True	0.9514083940492936	0	0.8252234704879831	True
ENSMUSG00000035640.19:B1|EX_cortical_vs_INH_migrating_interneuron	ENSMUSG00000035640.19	ENSMUSG00000035640.19:B1	ENSMUSG00000035640.19:B1,ENSMUSG00000035640.19:B3	EX_cortical_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_migrating_interneuron	2	5	10	2	32.330524526364385	0.0738150104306214	1	0.7858610217112312	0.8254677531123802	True	inf	[[-0.0626978535294969]]	0.0626978535294969	50	0.7647058823529411	True	0.9514083940492936	2	0.8254677531123802	True
ENSMUSG00000013236.18:B2|EX_cortical_vs_INH_migrating_interneuron	ENSMUSG00000013236.18	ENSMUSG00000013236.18:B2	ENSMUSG00000013236.18:B2	EX_cortical_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cortical,INH_migrating_interneuron	2	24	48	2	82.1384640811948	0.0941151046936283	1	0.7590094226489702	0.8257984626527417	True	63.169053017629054	[[0.03411441346321746]]	0.0341144134632174	50	0.8627450980392157	True	0.9514083940492936	3	0.8257984626527417	True
ENSMUSG00000035437.16:B1|EX_thalamus_vs_INH_midbrain	ENSMUSG00000035437.16	ENSMUSG00000035437.16:B1	ENSMUSG00000035437.16:B1,ENSMUSG00000035437.16:B2	EX_thalamus_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_thalamus,INH_midbrain	2	3	6	3	26.296897258117703	0.042164034877544	2	0.9791386548314333	0.8258729426242116	True	inf	[[0.0042199013944441265, -0.10426115717232542]]	0.1043465210857131	50	0.2941176470588235	True	0.9514083940492936	1	0.8258729426242116	True
ENSMUSG00000021843.18:B2|EX_cortical_vs_INH_medium_spiny	ENSMUSG00000021843.18	ENSMUSG00000021843.18:B2	ENSMUSG00000021843.18:B2	EX_cortical_vs_INH_medium_spiny	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_medium_spiny	2	5	10	2	47.39813923020478	0.094093686058386	1	0.7590359969834698	0.8260087381135954	True	inf	[[0.0796926747371596]]	0.0796926747371596	50	0.7254901960784313	True	0.9514083940492936	3	0.8260087381135954	True
ENSMUSG00000030134.12:B1|ASC_vs_INH_migrating_interneuron	ENSMUSG00000030134.12	ENSMUSG00000030134.12:B1	ENSMUSG00000030134.12:B1	ASC_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	ASC,INH_migrating_interneuron	2	3	6	2	17.78796883127459	0.0528623434166206	1	0.8181553932005676	0.8263016938541268	True	inf	[[0.08821259672696301]]	0.088212596726963	50	0.392156862745098	True	0.9514083940492936	0	0.8263016938541268	True
ENSMUSG00000030302.18:B2|EX_thalamus_vs_INH_midbrain	ENSMUSG00000030302.18	ENSMUSG00000030302.18:B2	ENSMUSG00000030302.18:B2	EX_thalamus_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_thalamus,INH_midbrain	2	4	8	2	41.27219272766504	0.0935191149097818	1	0.7597501123625616	0.8264526529753977	True	inf	[[0.06565080220667596]]	0.0656508022066759	50	0.9019607843137256	True	0.9514083940492936	3	0.8264526529753977	True
ENSMUSG00000028161.18:B1|EX_hippocampus_pyramidal_vs_INH_midbrain	ENSMUSG00000028161.18	ENSMUSG00000028161.18:B1	ENSMUSG00000028161.18:B1,ENSMUSG00000028161.18:B2,ENSMUSG00000028161.18:B3	EX_hippocampus_pyramidal_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_hippocampus_pyramidal,INH_midbrain	2	4	8	2	39.80486392481696	0.0722357391097716	1	0.788108933820147	0.8270687471624173	True	inf	[[-0.07247211035321574]]	0.0724721103532157	50	0.7450980392156863	True	0.9514295457022836	2	0.8270687471624173	True
ENSMUSG00000037902.19:B3|ASC_vs_EX_cerebellum_granule	ENSMUSG00000037902.19	ENSMUSG00000037902.19:B3	ENSMUSG00000037902.19:B3	ASC_vs_EX_cerebellum_granule	paired_dirichlet_multinomial	multinomial	ASC,EX_cerebellum_granule	2	3	6	2	28.42445587765516	0.0690400337018672	1	0.7927396511403879	0.8270934699103714	True	inf	[[-0.14051028412560204]]	0.140510284125602	50	0.2745098039215686	True	0.9514295457022836	1	0.8270934699103714	True
ENSMUSG00000057230.15:B1|INH_midbrain_vs_INH_migrating_interneuron	ENSMUSG00000057230.15	ENSMUSG00000057230.15:B1	ENSMUSG00000057230.15:B1,ENSMUSG00000057230.15:B2,ENSMUSG00000057230.15:B3	INH_midbrain_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	INH_midbrain,INH_migrating_interneuron	2	3	6	2	17.753205086241557	0.0527688314987671	1	0.818313491521494	0.8272407916246391	True	inf	[[-0.153414449694349]]	0.153414449694349	50	0.2549019607843137	True	0.9514295457022836	0	0.8272407916246391	True
ENSMUSG00000026434.13:B1|EX_cerebellum_granule_vs_EX_cortical	ENSMUSG00000026434.13	ENSMUSG00000026434.13:B1	ENSMUSG00000026434.13:B1,ENSMUSG00000026434.13:B2,ENSMUSG00000026434.13:B3	EX_cerebellum_granule_vs_EX_cortical	paired_dirichlet_multinomial	multinomial	EX_cerebellum_granule,EX_cortical	2	3	6	2	24.08790149095547	0.0676806927448865	1	0.7947441122876037	0.8282202304737516	True	inf	[[0.11071957880174267]]	0.1107195788017426	50	0.4313725490196078	True	0.9521420786455758	1	0.8282202304737516	True
ENSMUSG00000025326.13:B2|EX_cortical_vs_INH_midbrain	ENSMUSG00000025326.13	ENSMUSG00000025326.13:B2	ENSMUSG00000025326.13:B2	EX_cortical_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_midbrain	2	34	68	2	28.56975314841144	0.0667478424034015	1	0.7961321416329347	0.8283738796414852	True	inf	[[-0.02648638749094998]]	0.0264863874909499	50	0.8627450980392157	True	0.9521420786455758	1	0.8283738796414852	True
ENSMUSG00000027273.14:B1|EX_cerebellum_granule_vs_INH_medium_spiny	ENSMUSG00000027273.14	ENSMUSG00000027273.14:B1	ENSMUSG00000027273.14:B1,ENSMUSG00000027273.14:B2,ENSMUSG00000027273.14:B3	EX_cerebellum_granule_vs_INH_medium_spiny	paired_dirichlet_multinomial	dirichlet_multinomial	EX_cerebellum_granule,INH_medium_spiny	2	10	20	2	63.67896230787456	0.0907516499109988	1	0.7632237544626064	0.8288591388051681	True	119.90668984010632	[[-0.046193845537330136]]	0.0461938455373301	50	0.9215686274509804	True	0.952404613166893	3	0.8288591388051681	True
ENSMUSG00000040225.16:B2|EX_hippocampus_granule_vs_INH_midbrain	ENSMUSG00000040225.16	ENSMUSG00000040225.16:B2	ENSMUSG00000040225.16:B2	EX_hippocampus_granule_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	EX_hippocampus_granule,INH_midbrain	2	6	12	2	29.61974946648212	0.0703438294857505	1	0.790836821292684	0.8292432316184377	True	inf	[[0.0650664043749282]]	0.0650664043749282	50	0.7450980392156863	True	0.9525507753535214	2	0.8292432316184377	True
ENSMUSG00000055065.8:B1|EX_cortical_vs_INH_migrating_interneuron	ENSMUSG00000055065.8	ENSMUSG00000055065.8:B1	ENSMUSG00000055065.8:B1	EX_cortical_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	multinomial	EX_cortical,INH_migrating_interneuron	2	32	64	3	34.131763129737564	0.0661530654242597	2	0.9674645140724648	0.8298024279933349	True	inf	[[-0.01865402593358891, 0.014685573137405724]]	0.0237410771007783	50	0.8823529411764706	True	0.9527004223351954	2	0.8298024279933349	True
ENSMUSG00000040907.16:B3|EX_hippocampus_granule_vs_INH_migrating_interneuron	ENSMUSG00000040907.16	ENSMUSG00000040907.16:B3	ENSMUSG00000040907.16:B3	EX_hippocampus_granule_vs_INH_migrating_interneuron	paired_dirichlet_multinomial	dirichlet_multinomial	EX_hippocampus_granule,INH_migrating_interneuron	2	5	10	2	40.03376119199152	0.0690137927900877	1	0.7927781449380167	0.8302707352624913	True	44.83345807805942	[[-0.07862765672429926]]	0.0786276567242992	50	0.8431372549019608	True	0.9527004223351954	2	0.8302707352624913	True
ENSMUSG00000063870.13:B1|ASC_vs_INH_midbrain	ENSMUSG00000063870.13	ENSMUSG00000063870.13:B1	ENSMUSG00000063870.13:B1,ENSMUSG00000063870.13:B2	ASC_vs_INH_midbrain	paired_dirichlet_multinomial	multinomial	ASC,INH_midbrain	2	7	14	2	24.04891687009427	0.0646728606914734	1	0.7992571614013876	0.8302944942381562	True	inf	[[-0.08862705867624356]]	0.0886270586762435	50	0.4705882352941176	True	0.9527004223351954	1	0.8302944942381562	True
