comparison	method	gene_id	fold0_p_value	fold1_p_value	conjunction_p_value	conjunction_q_value	shared_block_tests
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000029406	0.0182055712752594	0.0007912269738203	0.0182055712752594	0.2486949736469397	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000029420	0.11588922682244071	0.21889661787714285	0.21889661787714285	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000029461	0.9665482520694691	0.9825315182045572	0.9825315182045572	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000029467	0.0293510253318979	0.7287426912191192	0.7287426912191192	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000029471	0.0034343902569635	0.8174733791250425	0.8174733791250425	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000029478	0.42268900634622	0.0275845472685965	0.42268900634622	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000029505	0.3632272544430764	0.9482543606388076	0.9482543606388076	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000029516	0.3562062312694977	0.8970228139950978	0.8970228139950978	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000029580	0.0649880472050983	0.5940634509922847	0.5940634509922847	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000029635	0.5621323360217939	0.8322959198652231	0.8322959198652231	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000029673	1.3535432838463272e-07	1.4456540932132163e-09	1.3535432838463272e-07	6.533102250031606e-06	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000029778	0.6593765705973983	0.827681839978679	0.827681839978679	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000029804	0.5047725790704931	0.5393721373233757	0.5393721373233757	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000029838	0.1491441750452355	0.6407687272458071	0.6407687272458071	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030067	0.060338479398768	0.1028434496412938	0.1028434496412938	0.8006307262397496	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030098	0.4203708409869309	0.0625450407140231	0.4203708409869309	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030102	0.5257081431084507	0.4261204905359651	0.5257081431084507	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030134	0.0062623097852399995	0.9143722089342606	0.9143722089342606	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030231	0.1666551593549022	0.0389454126132663	0.1666551593549022	0.9338525325316033	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030257	0.0872943213685972	0.2817653980900358	0.2817653980900358	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030275	0.5406488769245883	0.5533717775014704	0.5533717775014704	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030302	0.0286282927261501	0.1296363387559652	0.1296363387559652	0.864802418821706	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030310	1.0	0.0827322491130155	1.0	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030428	0.0013981256070932	0.0791722194997452	0.0791722194997452	0.6864603873167904	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030451	0.1084722745143644	0.9687715241646347	0.9687715241646347	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030465	0.0315121550255724	0.3538129355763542	0.3538129355763542	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030583	0.7468220095582501	0.000188808623834	0.7468220095582501	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030592	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030616	0.0438411582147272	0.0241402940118128	0.0438411582147272	0.460014471702355	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030683	0.4424892981228442	0.6625470378115614	0.6625470378115614	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030691	0.1526810635616829	0.9459997012427916	0.9459997012427916	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030779	0.0498364882438892	0.739854257852433	0.739854257852433	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030795	0.3711530066362968	0.4101402647347664	0.4101402647347664	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030854	0.1136279767534179	0.1481780393278619	0.1481780393278619	0.9169307732766837	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000030861	1.0	0.859208496336382	1.0	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031153	0.7523537340619433	0.9618949836305216	0.9618949836305216	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031229	0.5676022181150324	0.6341665848028053	0.6341665848028053	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031342	0.020418678734497	0.0063146567725526	0.020418678734497	0.268175290229243	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031391	0.6326238472914684	0.8676244730855819	0.8676244730855819	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031425	0.2048350685602142	0.5422670123987807	0.5422670123987807	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031428	0.419548323311871	0.7710370817617735	0.7710370817617735	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031441	0.1057742146380132	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031511	0.0778957805904879	0.4167064735501427	0.4167064735501427	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031540	0.4808514650072503	0.3178651134399418	0.4808514650072503	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031559	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031561	0.462034405687602	0.3960909091703559	0.462034405687602	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031592	0.4797261215662363	0.5204736971456516	0.5204736971456516	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031600	0.989839153837418	0.8623276097013788	0.989839153837418	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031622	0.9608765994535516	0.1444628873909739	0.9608765994535516	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031626	0.1556615060742567	0.1673716229346921	0.1673716229346921	0.9338525325316033	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031732	0.3441153503844179	0.0838319168275114	0.3441153503844179	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031748	4.5913153491898405e-80	1.594612953481459e-39	1.594612953481459e-39	2.886249445801441e-37	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031778	0.0513894384611251	0.2559325225154594	0.2559325225154594	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031808	0.0170205261534726	0.3552033698181195	0.3552033698181195	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031822	0.7310931905702631	0.2622884704024677	0.7310931905702631	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031824	0.0413158023000416	0.0868369580436301	0.0868369580436301	0.7310460188789325	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031835	0.1209135236312248	0.2654564615009095	0.2654564615009095	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031865	0.0005492386273997999	0.0027251169841434	0.0027251169841434	0.04932461741299554	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031925	1.0	0.7985222112323254	1.0	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000031996	0.0511207260431619	0.8955041715419771	0.8955041715419771	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032009	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032011	0.0208954347988619	0.4413911857240524	0.4413911857240524	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032012	0.8370818823737526	0.9999996195389934	0.9999996195389934	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032177	0.287964994572736	0.4553614694630506	0.4553614694630506	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032181	0.3796240347478778	0.1522096720727204	0.3796240347478778	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032186	0.2091994760967693	0.9319082627314186	0.9319082627314186	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032187	0.1126713860680268	0.8215004568078178	0.8215004568078178	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032212	0.9612350946519198	0.2545820638689774	0.9612350946519198	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032216	1.535575769100357e-09	0.1734211235596707	0.1734211235596707	0.9369917422179224	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032267	0.8903713176402563	0.2139887266909367	0.8903713176402563	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032313	1.0	0.8679043448936585	1.0	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032336	0.3231025230002136	0.3454072596204617	0.3454072596204617	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032356	0.1702273557444812	0.8582045848734601	0.8582045848734601	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032405	0.5449986755323207	0.1773139326048275	0.5449986755323207	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032407	0.1588748692713529	0.6132782132009608	0.6132782132009608	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032468	0.3271571074132764	0.9306006470841436	0.9306006470841436	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032503	8.319863909353849e-24	2.7955594388221862e-24	8.319863909353849e-24	8.60511638624598e-22	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032549	0.1381092778663163	0.4597394736041875	0.4597394736041875	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032621	0.1142196927729084	0.0446388944052346	0.1142196927729084	0.8269505756758568	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032637	0.1243603836125205	0.0839159025165342	0.1243603836125205	0.864802418821706	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032735	0.4516911133296343	0.0381380855902002	0.4516911133296343	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032740	0.006134205311302	0.0104990184231833	0.0104990184231833	0.15836019454968145	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032777	0.1163423942789815	0.0379047839389469	0.1163423942789815	0.8339791431483426	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032826	2.087727009035551e-50	1.0794025426952984e-33	1.0794025426952984e-33	1.5629748818227923e-31	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032827	0.0197236990168536	0.0719956147447571	0.0719956147447571	0.6435163589531375	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032846	0.3795755764305386	0.2773410610616094	0.3795755764305386	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032855	0.2890650786417555	0.2026076506187121	0.2890650786417555	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032875	0.4592148844294192	0.0015259798728132	0.4592148844294192	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032897	0.2994846731146158	0.0247603132694462	0.2994846731146158	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032936	0.2787908131876998	0.000581326926269	0.2787908131876998	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000032998	0.7060464948298437	0.0942362667847373	0.7060464948298437	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000033060	0.001502050753025	0.7225168905789596	0.7225168905789596	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000033066	0.9709680737348468	0.1661009608826599	0.9709680737348468	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000033565	0.22054596463945503	0.17882352694873216	0.22054596463945503	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000033577	0.021755054996966	0.8902432931631135	0.8902432931631135	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000033597	0.055352991518834	0.2966304873925366	0.2966304873925366	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000033720	0.1202665198646195	0.6151327317927202	0.6151327317927202	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000033767	0.08057414083732906	0.7828299531817631	0.7828299531817631	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000033768	0.0240217547114018	9.028429786385809e-08	0.0240217547114018	0.2851106624763099	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000033900	0.129117483481948	0.0509456963105638	0.129117483481948	0.864802418821706	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000033904	0.5888611553579355	0.0230934777018849	0.5888611553579355	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000033981	0.0068958049839147	0.0003068457673511	0.0068958049839147	0.11094584018564983	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034145	0.7158773740827666	0.5149240470396921	0.7158773740827666	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034156	0.5533321169333154	0.3720615486485762	0.5533321169333154	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034160	0.532006038948085	0.0030952385554796	0.532006038948085	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034243	0.0651324409081134	0.0657572550318801	0.0657572550318801	0.6157132693823331	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034269	0.0391008411534626	0.4764655623901233	0.4764655623901233	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034275	0.6058406241092111	0.3539088750414105	0.6058406241092111	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034377	0.9789877550540508	0.0774579909372463	0.9789877550540508	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034390	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034593	0.197576807245596	0.6072905027631208	0.6072905027631208	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034610	0.3431680071590866	0.3559504283442375	0.3559504283442375	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034656	0.0159577180617951	0.2264027450513073	0.2264027450513073	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034731	0.8090339307969343	0.1529658581747922	0.8090339307969343	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034818	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034832	0.0890602867985529	0.632783622320412	0.632783622320412	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034891	0.4240702166642177	0.6837568674467424	0.6837568674467424	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000034902	0.0050175887972756	0.3602572470222059	0.3602572470222059	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000035133	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000035164	0.9967664951983324	0.9999939650611144	0.9999939650611144	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000035168	0.3217644079936227	0.999697658177722	0.999697658177722	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000035390	0.6347330152853492	0.4006926031966382	0.6347330152853492	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000035437	0.4410792807676632	0.5560600511094069	0.5560600511094069	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000035469	0.6043989904102314	0.0652427062436348	0.6043989904102314	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000035545	0.7007279527609716	0.3987788221423621	0.7007279527609716	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000035640	0.2582827707269666	0.98772689893147	0.98772689893147	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000035649	0.9396038164775108	0.7455236447646622	0.9396038164775108	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000035863	1.4780484188174296e-10	0.1423093882083448	0.1423093882083448	0.9037894479196634	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000035864	0.0345429348442752	0.3612311523648924	0.3612311523648924	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000035901	0.0030280052167157	0.0518667770893863	0.0518667770893863	0.514404748119393	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000036054	0.4306620254010388	0.2697468905549051	0.4306620254010388	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000036095	0.0019563770947977	0.1372332793464094	0.1372332793464094	0.887115127203575	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000036158	0.5691339133224955	0.981373349355484	0.981373349355484	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000036333	0.6365257395653426	0.3138311461262668	0.6365257395653426	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000036564	0.5578463972677064	0.9085159750092404	0.9085159750092404	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000036565	0.0113072602793968	0.1999934851040869	0.1999934851040869	0.9783465082118846	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000036591	0.3267961386403695	0.6175068656059433	0.6175068656059433	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000036617	0.0232456242219703	0.0201323783805919	0.0232456242219703	0.28508579031769926	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000036622	0.6967882011399341	0.4191201047886479	0.6967882011399341	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000036667	0.0007974284525053	0.0002015472419266	0.0007974284525053	0.016980535282759918	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000036707	0.0491407918639234	0.0281428821402476	0.0491407918639234	0.5010976522462048	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000037217	0.9550787133170624	0.7190297715020544	0.9550787133170624	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000037270	0.9560559462616764	0.3977981135164278	0.9560559462616764	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000037306	0.951952458765472	0.1741242734049548	0.951952458765472	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000037364	0.9440103383493904	0.0890750429667993	0.9440103383493904	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000037386	0.1948414748085381	0.0523557419028725	0.1948414748085381	0.9783465082118846	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000037428	0.4208823734456486	0.0939411290552073	0.4208823734456486	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000037487	0.4001790436266482	0.3627692303919423	0.4001790436266482	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000037541	0.1006999867570039	0.0005806332855154	0.1006999867570039	0.7945554427022832	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000037703	0.0175735840084806	0.8315583954769332	0.8315583954769332	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000037736	0.2202859536436813	0.9023978330923652	0.9023978330923652	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000037989	0.6248216055880487	0.6963578695454657	0.6963578695454657	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038034	0.8790685427320812	0.3790343488569679	0.8790685427320812	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038084	0.594456594080337	0.7958419508879894	0.7958419508879894	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038095	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038141	0.6530509186014913	0.2090009638145567	0.6530509186014913	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038143	0.0908447394187097	0.4247181137735096	0.4247181137735096	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038170	0.2326226704819599	0.4884738883095485	0.4884738883095485	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038244	1.5963267850999134e-15	1.4014757497783453e-08	1.4014757497783453e-08	7.805141867996322e-07	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038296	0.819219777048201	0.0458800441502781	0.819219777048201	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038342	0.9999995607677952	0.9929622177630868	0.9999995607677952	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038384	0.1418878944009853	0.2687744837733583	0.2687744837733583	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038418	0.2165335527666216	0.1679749493124771	0.2165335527666216	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038437	0.2523457943911791	0.0006436094535155	0.2523457943911791	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038453	1.2965141539767932e-11	0.0001329172187124	0.0001329172187124	0.0040096694311574	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038495	0.8824089803668849	0.0059236861372857	0.8824089803668849	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038533	0.60654911513968	0.0381191162864694	0.60654911513968	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038538	0.275369450819679	0.6620461860206044	0.6620461860206044	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038564	1.0	1.0	1.0	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038623	0.0112588800238508	0.5648453173908246	0.5648453173908246	1.0	948
Isoform-space EC GLMM vs Path-space EC GLMM	Path-space EC GLMM	ENSMUSG00000038738	0.0274784971799304	0.0424403360740949	0.0424403360740949	0.45186475467124565	948
