null_type	replicate	tests	p_le_0.05	p_le_0.01	p_le_0.001	bh_0.05	bh_rate
label_permutation	31	4483	0.6578184251617221	0.5826455498550078	0.5157260762881999	2841	0.6337274146776712
wild_cluster	0	4497	0.6095174560818324	0.5368023126528797	0.4714253947075828	2591	0.5761618857015788
wild_cluster	1	4497	0.6030687124749833	0.5316877918612408	0.46786746720035577	2591	0.5761618857015788
wild_cluster	2	4497	0.6039581943517901	0.5296864576384256	0.46230820547031354	2580	0.5737158105403602
wild_cluster	3	4497	0.6001778963753613	0.5334667556148543	0.46675561485434736	2575	0.5726039581943518
wild_cluster	4	4497	0.6086279742050256	0.5370246831220814	0.4725372470535913	2615	0.5814987769624194
wild_cluster	5	4497	0.6017344896597732	0.5272403824772071	0.46631087391594395	2576	0.5728263286635534
wild_cluster	6	4497	0.606849010451412	0.5388036468756949	0.4787636201912386	2613	0.5810540360240161
wild_cluster	7	4497	0.5995107849677562	0.5310206804536357	0.4594173893706916	2578	0.5732710696019568
wild_cluster	8	4497	0.600400266844563	0.5339114965532578	0.4660885034467423	2572	0.5719368467867467
wild_cluster	9	4497	0.6039581943517901	0.5319101623304425	0.4683122081387592	2572	0.5719368467867467
wild_cluster	10	4497	0.6055147876362019	0.5310206804536357	0.46386479875472536	2588	0.5754947742939738
wild_cluster	11	4497	0.60262397153658	0.5370246831220814	0.4738714698688014	2596	0.5772737380475873
wild_cluster	12	4497	0.6075161218590172	0.5354680898376696	0.472759617522793	2616	0.5817211474316211
wild_cluster	13	4497	0.603291082944185	0.5316877918612408	0.4647542806315321	2572	0.5719368467867467
wild_cluster	14	4497	0.5990660440293529	0.526573271069602	0.4703135423615744	2563	0.5699355125639315
wild_cluster	15	4497	0.60262397153658	0.5332443851456526	0.4647542806315321	2585	0.5748276628863687
wild_cluster	16	4497	0.5959528574605293	0.5247943073159884	0.46786746720035577	2552	0.567489437402713
wild_cluster	17	4497	0.5979541916833444	0.526573271069602	0.4607516121859017	2573	0.5721592172559484
wild_cluster	18	4497	0.606849010451412	0.533689126084056	0.4696464309539693	2587	0.5752724038247721
wild_cluster	19	4497	0.6088503446742273	0.5307983099844341	0.46675561485434736	2592	0.5763842561707805
wild_cluster	20	4497	0.5995107849677562	0.5230153435623749	0.46253057593951524	2548	0.5665999555259061
wild_cluster	21	4497	0.6017344896597732	0.5270180120080054	0.4603068712474983	2565	0.5703802535023349
wild_cluster	22	4497	0.5999555259061596	0.5307983099844341	0.4674227262619524	2579	0.5734934400711585
wild_cluster	23	4497	0.6050700466977985	0.5343562374916611	0.47298198799199465	2597	0.577496108516789
wild_cluster	24	4497	0.6028463420057816	0.5363575717144763	0.472759617522793	2590	0.5759395152323772
wild_cluster	25	4497	0.6030687124749833	0.5303535690460307	0.46897931954636424	2570	0.5714921058483433
wild_cluster	26	4497	0.6039581943517901	0.5350233488992662	0.47098065376917947	2591	0.5761618857015788
wild_cluster	27	4497	0.6050700466977985	0.5348009784300645	0.46675561485434736	2596	0.5772737380475873
wild_cluster	28	4497	0.5995107849677562	0.5285746052924172	0.4703135423615744	2570	0.5714921058483433
wild_cluster	29	4497	0.5963975983989326	0.5330220146764509	0.46875694907716253	2572	0.5719368467867467
wild_cluster	30	4497	0.6052924171670002	0.5323549032688459	0.47098065376917947	2603	0.5788303313319991
wild_cluster	31	4497	0.5923949299533022	0.5247943073159884	0.46408716922392707	2539	0.5645986213030909
