test_id	block_id	gene_id	gene_name	event_type	level_a	level_b	n_paths	n_mappable_paths	n_mapped_transcripts	mapping_complete	original_effect_norm	long_read_effect_norm	pooled_dot_product	pooled_cosine	pooled_replicated	replicate_1_dot_product	replicate_2_dot_product	replicate_1_cosine	replicate_2_cosine	both_replicates_replicated	minimum_pooled_depth	minimum_replicate_depth	technical_g_test_p_value	counts_a_rep1	counts_a_rep2	counts_b_rep1	counts_b_rep2	technical_g_test_fdr	technical_bh_directional_replication
ENSMUSG00000028649.23:B1|cell_type|ASC|EX_hippocampus_granule	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	ASC	EX_hippocampus_granule	2	2	3	True	0.0513786046254509	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 21]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|ASC|EX_hippocampus_pyramidal	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	ASC	EX_hippocampus_pyramidal	2	2	3	True	0.03953763026308601	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 21]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|ASC|EX_thalamus	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	ASC	EX_thalamus	2	2	3	True	0.0284504282958373	0.0	NA	NA	NA	NA	NA	NA	NA	NA	5.04	0.0	NA	[0, 0]	[0, 21]	[0, 5]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|ASC|INH_medium_spiny	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	ASC	INH_medium_spiny	2	2	3	True	0.014702781073647413	0.0	NA	NA	NA	NA	NA	NA	NA	NA	10.4	0.0	NA	[0, 0]	[0, 21]	[0, 10]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|ASC|INH_midbrain	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	ASC	INH_midbrain	2	2	3	False	0.01275012100829196	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 21]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|ASC|INH_migrating_interneuron	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	ASC	INH_migrating_interneuron	2	2	3	False	0.015727379578706457	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 21]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|ASC|ODC	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	ASC	ODC	2	2	3	True	0.04586520470647595	0.0	NA	NA	NA	NA	NA	NA	NA	NA	5.390000000000001	0.0	NA	[0, 0]	[0, 21]	[0, 0]	[0, 5]	NA	False
ENSMUSG00000028649.23:B1|cell_type|ASC|PER	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	ASC	PER	2	2	3	False	0.013003155098359843	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 21]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_cerebellum_granule	EX_cortical	2	2	3	True	0.026306131180635354	0.0	NA	NA	NA	NA	NA	NA	NA	NA	12.94	0.0	NA	[0, 0]	[0, 13]	[0, 0]	[0, 12]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_cerebellum_granule|INH_medium_spiny	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_cerebellum_granule	INH_medium_spiny	2	2	3	True	0.010657502615040641	0.0	NA	NA	NA	NA	NA	NA	NA	NA	10.4	0.0	NA	[0, 0]	[0, 13]	[0, 10]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_cerebellum_granule|INH_midbrain	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_cerebellum_granule	INH_midbrain	2	2	3	False	0.012756798059464858	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 13]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_cerebellum_granule|INH_migrating_interneuron	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_cerebellum_granule	INH_migrating_interneuron	2	2	3	False	0.012138674237925298	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 13]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_cortical|EX_hippocampus_granule	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_cortical	EX_hippocampus_granule	2	2	3	True	0.05208539017360574	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 12]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_cortical|EX_hippocampus_pyramidal	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_cortical	EX_hippocampus_pyramidal	2	2	3	True	0.03846962150500294	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 12]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_cortical|EX_thalamus	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_cortical	EX_thalamus	2	2	3	True	0.03128584372769675	0.0	NA	NA	NA	NA	NA	NA	NA	NA	5.04	0.0	NA	[0, 0]	[0, 12]	[0, 5]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_cortical	INH_medium_spiny	2	2	3	True	0.015038086435040378	0.0	NA	NA	NA	NA	NA	NA	NA	NA	10.4	0.0	NA	[0, 0]	[0, 12]	[0, 10]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_cortical	INH_midbrain	2	2	3	False	0.009420338585768679	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 12]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	3	False	0.011193951716004248	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 12]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_cortical|ODC	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_cortical	ODC	2	2	3	True	0.035702593373477205	0.0	NA	NA	NA	NA	NA	NA	NA	NA	5.390000000000001	0.0	NA	[0, 0]	[0, 12]	[0, 0]	[0, 5]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_cortical|PER	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_cortical	PER	2	2	3	False	0.01785354683432719	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 12]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_hippocampus_granule|INH_medium_spiny	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_hippocampus_granule	INH_medium_spiny	2	2	3	True	0.03699333497977423	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 10]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_hippocampus_granule|INH_midbrain	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_hippocampus_granule	INH_midbrain	2	2	3	False	0.04130974233202605	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_hippocampus_granule|INH_migrating_interneuron	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_hippocampus_granule	INH_migrating_interneuron	2	2	3	False	0.040363707891324346	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_hippocampus_pyramidal|INH_midbrain	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_hippocampus_pyramidal	INH_midbrain	2	2	3	False	0.02684870966544165	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_hippocampus_pyramidal|INH_migrating_interneuron	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_hippocampus_pyramidal	INH_migrating_interneuron	2	2	3	False	0.027621304084361146	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_thalamus|INH_midbrain	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_thalamus	INH_midbrain	2	2	3	False	0.018552473660374446	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 5]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|EX_thalamus|INH_migrating_interneuron	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	EX_thalamus	INH_migrating_interneuron	2	2	3	False	0.017805436684671386	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 5]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|INH_medium_spiny|INH_midbrain	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	INH_medium_spiny	INH_midbrain	2	2	3	False	0.0028493655538138836	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 10]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B1|cell_type|INH_medium_spiny|ODC	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	INH_medium_spiny	ODC	2	2	3	True	0.0371509103693163	0.0	NA	NA	NA	NA	NA	NA	NA	NA	5.390000000000001	0.0	NA	[0, 10]	[0, 0]	[0, 0]	[0, 5]	NA	False
ENSMUSG00000028649.23:B1|cell_type|INH_midbrain|ODC	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	INH_midbrain	ODC	2	2	3	False	0.02836787923648985	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 5]	NA	False
ENSMUSG00000028649.23:B1|cell_type|INH_migrating_interneuron|ODC	ENSMUSG00000028649.23:B1	ENSMUSG00000028649.23	Macf1	alternative first region	INH_migrating_interneuron	ODC	2	2	3	False	0.02960563270474755	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 5]	NA	False
ENSMUSG00000028649.23:B3|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	ASC	EX_cerebellum_granule	2	2	4	True	0.3369856179750842	0.0	NA	NA	NA	NA	NA	NA	NA	NA	13.36	0.0	NA	[0, 0]	[0, 21]	[0, 0]	[0, 13]	NA	False
ENSMUSG00000028649.23:B3|cell_type|ASC|EX_cortical	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	ASC	EX_cortical	2	2	4	True	0.09355928141530252	0.5262987881320543	0.04924013642737955	1.0	True	NA	NA	NA	NA	NA	20.61	0.0	0.003514864697237179	[0, 0]	[0, 21]	[7, 0]	[0, 12]	0.010677648906748907	True
ENSMUSG00000028649.23:B3|cell_type|ASC|EX_hippocampus_granule	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	ASC	EX_hippocampus_granule	2	2	4	True	0.001520114722917303	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 21]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|ASC|INH_medium_spiny	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	ASC	INH_medium_spiny	2	2	4	True	0.05193066355714872	0.0	NA	NA	NA	NA	NA	NA	NA	NA	10.4	0.0	NA	[0, 0]	[0, 21]	[0, 10]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|ASC|INH_midbrain	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	ASC	INH_midbrain	2	2	4	False	0.33233287170683656	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 21]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|ASC|INH_migrating_interneuron	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	ASC	INH_migrating_interneuron	2	2	4	False	0.2510592070979921	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 21]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|EX_cerebellum_granule|INH_medium_spiny	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	EX_cerebellum_granule	INH_medium_spiny	2	2	4	True	0.4312943467270813	0.0	NA	NA	NA	NA	NA	NA	NA	NA	10.4	0.0	NA	[0, 0]	[0, 13]	[0, 10]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|EX_cerebellum_granule|INH_midbrain	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	EX_cerebellum_granule	INH_midbrain	2	2	4	False	0.010407881823448204	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 13]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|EX_cerebellum_granule|ODC	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	EX_cerebellum_granule	ODC	2	2	4	True	0.24139236933218586	0.0	NA	NA	NA	NA	NA	NA	NA	NA	5.390000000000001	0.0	NA	[0, 0]	[0, 13]	[0, 0]	[0, 5]	NA	False
ENSMUSG00000028649.23:B3|cell_type|EX_cortical|EX_hippocampus_granule	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	EX_cortical	EX_hippocampus_granule	2	2	4	True	0.013308532402713326	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[7, 0]	[0, 12]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|EX_cortical|EX_hippocampus_pyramidal	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	EX_cortical	EX_hippocampus_pyramidal	2	2	4	True	0.02859098601104227	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[7, 0]	[0, 12]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	EX_cortical	INH_medium_spiny	2	2	4	True	0.10266568396898369	0.5262987881320543	0.054032825055624595	1.0	True	0.1451912026592468	NA	1.0	NA	NA	10.4	0.0	0.044182560981253755	[7, 0]	[0, 12]	[0, 10]	[0, 0]	0.09110879277290657	False
ENSMUSG00000028649.23:B3|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	EX_cortical	INH_midbrain	2	2	4	False	0.2441963852090425	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[7, 0]	[0, 12]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|EX_cortical|ODC	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	EX_cortical	ODC	2	2	4	True	0.054515001352813564	0.5262987881320543	-0.02869117914700308	-1.0	False	NA	NA	NA	NA	NA	5.390000000000001	0.0	0.20901362724978856	[7, 0]	[0, 12]	[0, 0]	[0, 5]	0.339426851672085	False
ENSMUSG00000028649.23:B3|cell_type|EX_cortical|PER	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	EX_cortical	PER	2	2	4	False	0.19117241324417575	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[7, 0]	[0, 12]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|EX_hippocampus_granule|INH_midbrain	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	EX_hippocampus_granule	INH_midbrain	2	2	4	False	0.2688962498124157	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|EX_hippocampus_granule|INH_migrating_interneuron	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	EX_hippocampus_granule	INH_migrating_interneuron	2	2	4	False	0.1583536053591915	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|EX_hippocampus_pyramidal|INH_midbrain	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	EX_hippocampus_pyramidal	INH_midbrain	2	2	4	False	0.2468690508830029	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|EX_hippocampus_pyramidal|INH_migrating_interneuron	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	EX_hippocampus_pyramidal	INH_migrating_interneuron	2	2	4	False	0.18927428818095876	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|EX_thalamus|INH_midbrain	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	EX_thalamus	INH_midbrain	2	2	4	False	0.08224366071807444	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 5]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|INH_medium_spiny|INH_midbrain	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	INH_medium_spiny	INH_midbrain	2	2	4	False	0.35641731005535143	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 10]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|INH_medium_spiny|INH_migrating_interneuron	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	INH_medium_spiny	INH_migrating_interneuron	2	2	4	False	0.2731525224861733	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 10]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|INH_midbrain|INH_migrating_interneuron	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	INH_midbrain	INH_migrating_interneuron	2	2	4	False	0.09235304980004554	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|INH_midbrain|ODC	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	INH_midbrain	ODC	2	2	4	False	0.16902546124547022	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 5]	NA	False
ENSMUSG00000028649.23:B3|cell_type|INH_midbrain|PER	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	INH_midbrain	PER	2	2	4	False	0.4226958555897867	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028649.23:B3|cell_type|INH_migrating_interneuron|ODC	ENSMUSG00000028649.23:B3	ENSMUSG00000028649.23	Macf1	multi-exon skipping	INH_migrating_interneuron	ODC	2	2	4	False	0.03935047507649634	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[0, 0]	[0, 0]	[0, 0]	[0, 5]	NA	False
ENSMUSG00000028760.17:B1|cell_type|ASC|EX_cortical	ENSMUSG00000028760.17:B1	ENSMUSG00000028760.17	Eif4g3	alternative first region	ASC	EX_cortical	2	2	5	True	0.07556717965917975	0.2590516770621634	0.01957580462156832	1.0000000000000002	True	0.01061083422148565	0.02571654589141504	1.0	1.0	True	100.34	40.79	2.2230421689221176e-08	[36, 4]	[45, 14]	[74, 0]	[80, 0]	1.3379935054199996e-07	True
ENSMUSG00000028760.17:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000028760.17:B1	ENSMUSG00000028760.17	Eif4g3	alternative first region	EX_cerebellum_granule	EX_cortical	2	2	5	True	0.04128530358924261	0.0	NA	NA	NA	NA	NA	NA	NA	NA	24.78	1.17	NA	[1, 0]	[23, 0]	[74, 0]	[80, 0]	NA	False
ENSMUSG00000028760.17:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000028760.17:B1	ENSMUSG00000028760.17	Eif4g3	alternative first region	EX_cortical	INH_medium_spiny	2	2	5	True	0.09754685830966253	0.0	NA	NA	NA	NA	NA	NA	NA	NA	54.760000000000005	19.98	NA	[74, 0]	[80, 0]	[34, 0]	[19, 0]	NA	False
ENSMUSG00000028760.17:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000028760.17:B1	ENSMUSG00000028760.17	Eif4g3	alternative first region	EX_cortical	INH_midbrain	2	2	5	False	0.04616707735774067	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[74, 0]	[80, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028760.17:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000028760.17:B1	ENSMUSG00000028760.17	Eif4g3	alternative first region	EX_cortical	INH_migrating_interneuron	2	2	5	False	0.10743760064322166	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[74, 0]	[80, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028760.17:B1|cell_type|INH_medium_spiny|INH_midbrain	ENSMUSG00000028760.17:B1	ENSMUSG00000028760.17	Eif4g3	alternative first region	INH_medium_spiny	INH_midbrain	2	2	5	False	0.08043953180254354	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[34, 0]	[19, 0]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028760.17:B2|cell_type|ASC|EX_cortical	ENSMUSG00000028760.17:B2	ENSMUSG00000028760.17	Eif4g3	cassette exon	ASC	EX_cortical	2	2	6	True	0.06193979732148782	0.08466327464240639	0.005244026071924111	1.0	True	0.005945558183628412	0.005143602812461439	1.0	1.0	True	190.65	65.17	0.03629278310255811	[10, 54]	[16, 109]	[17, 170]	[17, 218]	0.07778690308181856	False
ENSMUSG00000028760.17:B2|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000028760.17:B2	ENSMUSG00000028760.17	Eif4g3	cassette exon	EX_cerebellum_granule	EX_cortical	2	2	6	True	0.02772061285579329	0.11443188409923463	-0.0031721219574738914	-1.0	False	-0.003595214165468481	-0.00283426355866831	-1.0	-1.0	False	73.91000000000001	3.17	0.004936391979757808	[0, 3]	[0, 70]	[17, 170]	[17, 218]	0.013859316258037227	False
ENSMUSG00000028760.17:B2|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000028760.17:B2	ENSMUSG00000028760.17	Eif4g3	cassette exon	EX_cortical	INH_medium_spiny	2	2	6	True	0.039385721007929475	0.1070345503455506	0.004215632938119037	1.0	True	0.0007899459104659146	0.008665066755538976	1.0	1.0	True	129.31	53.76	0.024183531732653012	[17, 170]	[17, 218]	[8, 67]	[12, 41]	0.054926276081473706	False
ENSMUSG00000028760.17:B2|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000028760.17:B2	ENSMUSG00000028760.17	Eif4g3	cassette exon	EX_cortical	INH_midbrain	2	2	6	False	0.05145491021837675	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[17, 170]	[17, 218]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028760.17:B2|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000028760.17:B2	ENSMUSG00000028760.17	Eif4g3	cassette exon	EX_cortical	INH_migrating_interneuron	2	2	6	False	0.06893429125021029	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[17, 170]	[17, 218]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028760.17:B2|cell_type|INH_medium_spiny|INH_midbrain	ENSMUSG00000028760.17:B2	ENSMUSG00000028760.17	Eif4g3	cassette exon	INH_medium_spiny	INH_midbrain	2	2	6	False	0.08516143837333989	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	0.0	NA	[8, 67]	[12, 41]	[0, 0]	[0, 0]	NA	False
ENSMUSG00000028760.17:B3|cell_type|ASC|EX_cortical	ENSMUSG00000028760.17:B3	ENSMUSG00000028760.17	Eif4g3	compound internal	ASC	EX_cortical	4	4	5	True	0.04945650622416417	0.31553365917033716	0.0067204478166955125	0.4306545958300584	True	0.006800805781437291	0.006831043774624876	0.3175322472571087	0.5078229736327062	True	190.65	65.17	5.076711771169585e-18	[30, 6, 24, 4]	[83, 2, 25, 14]	[151, 17, 19, 0]	[202, 17, 15, 0]	5.962040775166233e-17	True
